"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,
Rank,Full Journal Title,ISSN,Total Cites,Journal Impact Factor,5-Year Impact Factor,Eigenfactor Score
329,IEEE TRANSACTIONS ON FUZZY SYSTEMS,1063-6706,"12,946",8.415,9.340,0.021280
330,CURRENT OPINION IN BIOTECHNOLOGY,0958-1669,"14,009",8.380,8.180,0.024860
331,Journal for ImmunoTherapy of Cancer,2051-1426,"1,675",8.374,Not Available,0.007130
332,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,0300-5771,"21,401",8.360,10.177,0.046420
333,European Heart Journal-Cardiovascular Imaging,2047-2404,"4,630",8.336,6.167,0.020640
334,MOVEMENT DISORDERS,0885-3185,"26,511",8.324,7.523,0.037980
335,ENVIRONMENTAL HEALTH PERSPECTIVES,0091-6765,"39,741",8.309,9.811,0.043990
336,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,1540-9295,"9,137",8.302,10.898,0.016250
337,MEDICINAL RESEARCH REVIEWS,0198-6325,"4,174",8.290,8.683,0.005170
338,Translational Stroke Research,1868-4483,"2,202",8.266,5.411,0.005260
339,REVIEW OF EDUCATIONAL RESEARCH,0034-6543,"8,640",8.241,10.129,0.005220
340,PLANT CELL,1040-4651,"48,393",8.228,9.378,0.063640
341,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,0304-419X,"5,276",8.220,8.901,0.009300
342,JACC-Heart Failure,2213-1779,"2,827",8.202,9.045,0.016950
343,PERSOONIA,0031-5850,"1,644",8.182,8.453,0.003370
344,BIOSENSORS & BIOELECTRONICS,0956-5663,"48,853",8.173,7.291,0.069510
345,MATRIX BIOLOGY,0945-053X,"4,803",8.136,6.247,0.008500
346,Blood Cancer Journal,2044-5385,"1,804",8.125,6.122,0.007660
347,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,1089-778X,"10,682",8.124,8.481,0.008830
348,CANCER TREATMENT REVIEWS,0305-7372,"7,870",8.122,7.898,0.015820
349,JAMA Dermatology,2168-6068,"3,787",8.107,7.256,0.016170
350,ACS Applied Materials & Interfaces,1944-8244,"123,233",8.097,8.284,0.290430
351,Nature Reviews Urology,1759-4812,"2,966",8.089,7.335,0.008660
352,JOURNAL OF MANAGEMENT,0149-2063,"18,808",8.080,12.043,0.021180
353,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,0149-7634,"24,279",8.037,10.016,0.048460
354,Cell Reports,2211-1247,"29,789",8.032,8.700,0.210690
355,CELL DEATH AND DIFFERENTIATION,1350-9047,"18,865",8.000,7.999,0.031540
356,Nano Research,1998-0124,"12,540",7.994,8.045,0.026460
357,IEEE Transactions on Neural Networks and Learning Systems,2162-237X,"19,867",7.982,7.658,0.035330
358,JOURNAL OF HEART AND LUNG TRANSPLANTATION,1053-2498,"11,129",7.955,7.163,0.028970
359,CURRENT OPINION IN IMMUNOLOGY,0952-7915,"9,275",7.932,7.430,0.020120
360,Acta Crystallographica A-Foundation and Advances,2053-2733,"13,267",7.930,4.227,0.004990
361,TRENDS IN PARASITOLOGY,1471-4922,"6,398",7.929,7.178,0.011450
362,IEEE Transactions on Cloud Computing,2168-7161,"1,066",7.928,Not Available,0.004130
363,APPLIED ENERGY,0306-2619,"63,669",7.900,7.888,0.103980
364,JOURNAL OF CONTROLLED RELEASE,0168-3659,"46,215",7.877,8.683,0.057970
365,Arthritis & Rheumatology,2326-5191,"8,188",7.871,7.876,0.039000
366,BRITISH JOURNAL OF SPORTS MEDICINE,0306-3674,"17,956",7.867,7.462,0.030720
367,QUARTERLY JOURNAL OF ECONOMICS,0033-5533,"24,898",7.863,12.184,0.055890
368,Applied Mechanics Reviews,0003-6900,"3,868",7.848,8.886,0.003020
369,ECOLOGICAL MONOGRAPHS,0012-9615,"10,569",7.828,9.942,0.007340
370,BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,0003-0007,"20,169",7.804,10.944,0.040330
371,Molecular Cancer,1476-4598,"10,301",7.776,6.976,0.017280
372,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,1619-7070,"14,983",7.704,6.553,0.024870
373,CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,1064-3389,"4,707",7.683,6.996,0.005770
373,Clinical Gastroenterology and Hepatology,1542-3565,"15,735",7.683,7.356,0.042080
375,Annual Review of Chemical and Biomolecular Engineering,1947-5438,"1,476",7.674,8.379,0.003730
375,METABOLIC ENGINEERING,1096-7176,"6,384",7.674,7.418,0.014000
377,CHEST,0012-3692,"50,472",7.652,7.854,0.060650
378,AGING CELL,1474-9726,"8,067",7.627,6.916,0.018910
379,eLife,2050-084X,"25,592",7.616,8.508,0.195920
380,NEUROLOGY,0028-3878,"88,493",7.609,8.515,0.115530
381,JOURNAL OF AUTOIMMUNITY,0896-8411,"6,410",7.607,6.843,0.015490
382,EPIDEMIOLOGIC REVIEWS,0193-936X,"3,422",7.583,9.355,0.003580
383,CURRENT OPINION IN CHEMICAL BIOLOGY,1367-5931,"10,226",7.572,7.177,0.019010
384,THYROID,1050-7256,"11,570",7.557,5.769,0.020730
385,Cellular & Molecular Immunology,1672-7681,"3,633",7.551,6.748,0.008300
386,Optica,2334-2536,"4,366",7.536,7.776,0.023730
387,NEW ASTRONOMY REVIEWS,1387-6473,905,7.500,6.389,0.001560
388,EARTH-SCIENCE REVIEWS,0012-8252,"13,904",7.491,9.452,0.027200
389,OPHTHALMOLOGY,0161-6420,"37,957",7.479,7.656,0.058310
390,RADIOLOGY,0033-8419,"54,109",7.469,7.964,0.063710
391,NEUROSCIENTIST,1073-8584,"4,738",7.461,7.873,0.008730
392,IEEE SIGNAL PROCESSING MAGAZINE,1053-5888,"10,318",7.451,12.059,0.020010
393,JOURNAL OF NUCLEAR MEDICINE,0161-5505,"27,101",7.439,6.893,0.037560
394,NEW PHYTOLOGIST,0028-646X,"44,994",7.433,7.833,0.077830
395,Advanced Optical Materials,2195-1071,"5,612",7.430,7.010,0.020260
396,EMERGING INFECTIOUS DISEASES,1080-6040,"29,657",7.422,6.965,0.057980
397,ChemSusChem,1864-5631,"19,946",7.411,7.575,0.042820
398,Nano-Micro Letters,2311-6706,"1,382",7.381,5.117,0.002590
399,IEEE Transactions on Smart Grid,1949-3053,"14,724",7.364,8.743,0.043410
400,INTERNATIONAL JOURNAL OF CANCER,0020-7136,"51,800",7.360,5.933,0.071870
400,Mucosal Immunology,1933-0219,"6,105",7.360,7.380,0.021860
402,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,0269-2813,"20,128",7.357,6.743,0.035700
403,CURRENT OPINION IN PLANT BIOLOGY,1369-5266,"12,537",7.349,7.313,0.021650
404,ADVANCES IN COLLOID AND INTERFACE SCIENCE,0001-8686,"12,918",7.346,8.973,0.012240
405,MOLECULAR ASPECTS OF MEDICINE,0098-2997,"5,157",7.344,11.059,0.009700
406,JOURNAL OF MARKETING,0022-2429,"24,133",7.338,9.592,0.010760
407,Journal of Hematology & Oncology,1756-8722,"4,098",7.333,6.457,0.009750
408,ENVIRONMENT INTERNATIONAL,0160-4120,"19,430",7.297,7.721,0.029930
409,Conservation Letters,1755-263X,"3,244",7.279,7.857,0.010170
410,DIABETES,0012-1797,"53,645",7.273,8.154,0.074690
411,LAND DEGRADATION & DEVELOPMENT,1085-3278,"4,655",7.270,6.564,0.006280
412,GigaScience,2047-217X,"1,694",7.267,10.742,0.011030
413,Advances in Catalysis,0360-0564,"1,480",7.250,8.083,0.000390
414,QUARTERLY REVIEWS OF BIOPHYSICS,0033-5835,"2,236",7.242,6.794,0.002790
415,Nanoscale,2040-3364,"78,446",7.233,7.713,0.207490
416,PSYCHOLOGICAL REVIEW,0033-295X,"27,474",7.230,8.572,0.009110
416,PSYCHOLOGICAL REVIEW,0033-295X,"27,474",7.230,8.572,0.009110
418,BMJ Quality & Safety,2044-5415,"4,293",7.226,6.463,0.016070
418,BMJ Quality & Safety,2044-5415,"4,293",7.226,6.463,0.016070
420,NPG Asia Materials,1884-4049,"3,364",7.208,8.970,0.009580
421,SEMINARS IN IMMUNOLOGY,1044-5323,"4,552",7.206,8.041,0.010950
422,GASTROINTESTINAL ENDOSCOPY,0016-5107,"22,214",7.204,6.373,0.029970
423,MAYO CLINIC PROCEEDINGS,0025-6196,"13,828",7.199,7.198,0.025970
424,IEEE NETWORK,0890-8044,"3,372",7.197,6.375,0.009100
424,NEURAL NETWORKS,0893-6080,"10,086",7.197,5.225,0.015290
426,EUROPEAN JOURNAL OF CANCER,0959-8049,"29,883",7.191,6.759,0.050170
427,CURRENT OPINION IN STRUCTURAL BIOLOGY,0959-440X,"10,619",7.179,6.580,0.024320
428,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,0733-8716,"19,013",7.172,8.183,0.044350
429,JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,0022-3050,"29,695",7.144,6.923,0.032980
430,Reviews in Aquaculture,1753-5123,860,7.139,6.207,0.001960
431,AMERICAN JOURNAL OF KIDNEY DISEASES,0272-6386,"23,490",7.129,6.932,0.034740
432,Eurosurveillance,1560-7917,"8,482",7.127,5.859,0.031200
433,Redox Biology,2213-2317,"4,083",7.126,7.613,0.012060
434,Alcohol Research-Current Reviews,1535-7414,694,7.111,7.071,0.003060
435,EXERCISE IMMUNOLOGY REVIEW,1077-5552,740,7.105,6.409,0.001110
436,CARBON,0008-6223,"66,865",7.082,7.088,0.084580
437,SPORTS MEDICINE,0112-1642,"13,251",7.074,8.173,0.017320
438,Molecular Ecology Resources,1755-098X,"9,272",7.059,6.073,0.017390
439,WATER RESEARCH,0043-1354,"76,647",7.051,7.621,0.072800
440,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,0278-0046,"48,247",7.050,7.623,0.090300
441,2D Materials,2053-1583,"3,284",7.042,8.099,0.011740
442,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,0165-9936,"13,524",7.034,7.621,0.020470
443,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,1541-4337,"4,232",7.028,8.946,0.006740
444,EUROPEAN JOURNAL OF EPIDEMIOLOGY,0393-2990,"7,281",7.023,6.772,0.016240
444,INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,0020-7225,"9,504",7.023,5.429,0.009370
446,MOLECULAR THERAPY,1525-0016,"16,013",7.008,6.913,0.029180
447,Reviews of Environmental Contamination and Toxicology,0179-5953,"1,937",7.000,5.495,0.001440
448,FISH AND FISHERIES,1467-2960,"3,611",6.990,8.075,0.007070
449,Journal of Allergy and Clinical Immunology-In Practice,2213-2198,"2,802",6.966,6.693,0.009670
450,JOURNAL OF POWER SOURCES,0378-7753,"113,385",6.945,6.686,0.140720
451,SCHIZOPHRENIA BULLETIN,0586-7614,"15,697",6.944,7.763,0.027700
451,SCHIZOPHRENIA BULLETIN,0586-7614,"15,697",6.944,7.763,0.027700
453,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,0190-9622,"26,450",6.898,6.449,0.035000
454,PROGRESS IN HUMAN GEOGRAPHY,0309-1325,"6,354",6.885,8.432,0.009830
455,ACS Photonics,2330-4022,"5,823",6.880,6.963,0.024540
456,FRONTIERS IN NEUROENDOCRINOLOGY,0091-3022,"3,924",6.875,9.130,0.006040
457,ONCOGENE,0950-9232,"66,411",6.854,6.933,0.075960
458,Advances in Nutrition,2161-8313,"3,937",6.853,8.059,0.012870
459,DRUG DISCOVERY TODAY,1359-6446,"12,976",6.848,6.536,0.021370
460,JOURNAL OF SERVICE RESEARCH,1094-6705,"4,093",6.842,7.099,0.003430
461,Biofabrication,1758-5082,"2,758",6.838,6.896,0.005720
462,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,0894-7317,"10,612",6.827,5.638,0.017380
463,HYPERTENSION,0194-911X,"36,908",6.823,6.739,0.049510
464,IEEE TRANSACTIONS ON POWER ELECTRONICS,0885-8993,"39,888",6.812,7.421,0.068360
465,BRITISH JOURNAL OF PHARMACOLOGY,0007-1188,"33,254",6.810,5.468,0.038950
466,Annual Review of Animal Biosciences,2165-8102,582,6.775,6.477,0.002460
467,Annual Review of Sociology,0360-0572,"10,454",6.773,8.758,0.008860
468,JOURNAL OF CATALYSIS,0021-9517,"45,347",6.759,7.502,0.034020
469,Annual Review of Nuclear and Particle Science,0163-8998,"2,433",6.756,8.052,0.005260
470,Cochrane Database of Systematic Reviews,1469-493X,"62,332",6.754,7.669,0.167260
470,JOURNAL OF INTERNAL MEDICINE,0954-6820,"10,327",6.754,7.018,0.016070
470,PROGRESS IN CARDIOVASCULAR DISEASES,0033-0620,"3,733",6.754,5.283,0.008030
473,CHEMICAL ENGINEERING JOURNAL,1385-8947,"73,657",6.735,6.496,0.104380
474,CELLULAR AND MOLECULAR LIFE SCIENCES,1420-682X,"23,341",6.721,6.134,0.041340
475,CURRENT OPINION IN MICROBIOLOGY,1369-5274,"9,437",6.710,6.519,0.018220
476,ACADEMY OF MANAGEMENT JOURNAL,0001-4273,"34,781",6.700,11.254,0.026830
477,Polymer Reviews,1558-3724,"1,731",6.690,7.411,0.001860
478,mBio,2150-7511,"12,940",6.689,7.140,0.059030
479,JAMA Ophthalmology,2168-6165,"4,063",6.669,5.818,0.020240
480,MODERN PATHOLOGY,0893-3952,"13,649",6.655,6.178,0.022670
481,ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013-936X,"156,556",6.653,7.250,0.183730
482,Information Fusion,1566-2535,"3,303",6.639,6.574,0.006130
483,Journal of Crohns & Colitis,1873-9946,"6,643",6.637,6.992,0.023630
484,Astrophysical Journal Letters,2041-8205,"29,851",6.634,5.572,0.113020
485,CRITICAL CARE MEDICINE,0090-3493,"39,873",6.630,7.153,0.055420
486,ENDOSCOPY,0013-726X,"10,185",6.629,6.231,0.017400
487,GENOMICS PROTEOMICS & BIOINFORMATICS,1672-0229,"1,225",6.615,Not Available,0.003480
488,IEEE Computational Intelligence Magazine,1556-603X,980,6.611,5.000,0.002010
489,TRENDS IN FOOD SCIENCE & TECHNOLOGY,0924-2244,"11,912",6.609,7.819,0.011510
490,ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,1134-3060,"1,523",6.605,6.915,0.003070
491,DESALINATION,0011-9164,"38,360",6.603,6.255,0.029360
492,BLOOD REVIEWS,0268-960X,"2,810",6.600,6.544,0.006010
492,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,0161-4940,"3,208",6.600,8.521,0.001230
494,JOURNAL OF MEMBRANE SCIENCE,0376-7388,"63,578",6.578,6.656,0.060530
495,AMERICAN JOURNAL OF CLINICAL NUTRITION,0002-9165,"58,213",6.549,7.685,0.055760
496,CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,1359-0286,"3,736",6.548,7.105,0.005230
497,CLINICAL PHARMACOLOGY & THERAPEUTICS,0009-9236,"15,826",6.544,6.812,0.019880
497,IUCrJ,2052-2525,"1,189",6.544,6.575,0.006150
497,NEUROPSYCHOPHARMACOLOGY,0893-133X,"24,537",6.544,6.782,0.042870
500,CURRENT OPINION IN NEUROBIOLOGY,0959-4388,"14,190",6.541,6.917,0.034670
501,CANCER,0008-543X,"68,221",6.537,6.279,0.074740
501,Stem Cell Reports,2213-6711,"4,525",6.537,7.181,0.026290
503,JOURNAL OF HUMAN RESOURCES,0022-166X,"4,640",6.531,4.921,0.010380
504,ANTIOXIDANTS & REDOX SIGNALING,1523-0864,"19,324",6.530,7.389,0.032120
505,ANESTHESIOLOGY,0003-3022,"28,896",6.523,6.546,0.029600
506,Physics of the Dark Universe,2212-6864,840,6.509,6.008,0.003870
507,Circulation-Cardiovascular Interventions,1941-7640,"4,902",6.504,7.069,0.019620
508,Nanomedicine-Nanotechnology Biology and Medicine,1549-9634,"9,338",6.500,6.306,0.015670
509,BRITISH JOURNAL OF ANAESTHESIA,0007-0912,"20,435",6.499,6.371,0.026390
510,AMERICAN JOURNAL OF TRANSPLANTATION,1600-6135,"23,460",6.493,6.398,0.051290
511,ORGANIC LETTERS,1523-7060,"95,762",6.492,5.778,0.149960
512,CANCER LETTERS,0304-3835,"29,311",6.491,6.192,0.042280
513,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,1460-8545,"3,297",6.489,8.941,0.003540
514,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,0021-9630,"18,604",6.486,7.675,0.023410
514,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,0021-9630,"18,604",6.486,7.675,0.023410
516,PSYCHOLOGICAL METHODS,1082-989X,"10,989",6.485,10.315,0.012430
517,CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,1040-8363,"1,521",6.481,5.598,0.002030
518,JOURNAL OF ECONOMIC GROWTH,1381-4338,"2,192",6.480,5.806,0.004660
519,Journal of the National Comprehensive Cancer Network,1540-1405,"5,143",6.471,5.133,0.017530
520,Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,2052-5206,"11,143",6.467,4.173,0.006040
521,REMOTE SENSING OF ENVIRONMENT,0034-4257,"44,168",6.457,7.737,0.052910
522,PROGRESS IN PHOTOVOLTAICS,1062-7995,"8,021",6.456,5.601,0.013460
523,JOURNAL OF INVESTIGATIVE DERMATOLOGY,0022-202X,"28,457",6.448,6.880,0.038800
524,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,1080-0549,"2,741",6.442,5.131,0.005880
525,ECONOMIC GEOGRAPHY,0013-0095,"2,840",6.438,6.854,0.001940
526,Seminars in Immunopathology,1863-2297,"2,967",6.437,7.166,0.009290
527,JOURNAL OF HAZARDOUS MATERIALS,0304-3894,"88,496",6.434,6.513,0.068520
528,Molecular Neurodegeneration,1750-1326,"3,489",6.426,7.077,0.009850
529,CRITICAL CARE,1466-609X,"21,910",6.425,6.547,0.046890
530,Advances in Cancer Research,0065-230X,"2,343",6.422,6.573,0.003690
531,CYTOKINE & GROWTH FACTOR REVIEWS,1359-6101,"5,668",6.395,6.686,0.008050
532,Acta Biomaterialia,1742-7061,"30,640",6.383,7.160,0.049410
533,Science Signaling,1945-0877,"10,316",6.378,7.251,0.037220
534,ENERGY CONVERSION AND MANAGEMENT,0196-8904,"43,333",6.377,6.161,0.055420
535,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,"13,945",6.371,8.897,0.025640
535,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,"13,945",6.371,8.897,0.025640
537,Methods in Ecology and Evolution,2041-210X,"8,866",6.363,9.881,0.037040
538,BULLETIN OF THE WORLD HEALTH ORGANIZATION,0042-9686,"15,375",6.361,7.134,0.018360
539,Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,1939-5116,"2,088",6.350,5.541,0.004260
540,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,1093-7404,"1,665",6.333,6.590,0.001750
541,JOURNAL OF BONE AND MINERAL RESEARCH,0884-0431,"26,804",6.314,6.766,0.036920
542,CURRENT OPINION IN PHARMACOLOGY,1471-4892,"6,495",6.313,5.384,0.012180
543,CEREBRAL CORTEX,1047-3211,"29,570",6.308,6.800,0.058970
544,BRAIN BEHAVIOR AND IMMUNITY,0889-1591,"12,583",6.306,6.514,0.026850
545,PLANT BIOTECHNOLOGY JOURNAL,1467-7644,"6,544",6.305,6.107,0.014270
546,BRIEFINGS IN BIOINFORMATICS,1467-5463,"4,731",6.302,7.065,0.015010
547,Molecular Metabolism,2212-8778,"2,403",6.291,6.748,0.012250
548,CARDIOVASCULAR RESEARCH,0008-6363,"22,195",6.290,6.159,0.027350
548,CHEMICAL COMMUNICATIONS,1359-7345,"190,160",6.290,6.064,0.332820
550,CLINICAL NUCLEAR MEDICINE,0363-9762,"4,756",6.281,4.618,0.006950
551,JOURNAL OF MEDICINAL CHEMISTRY,0022-2623,"69,725",6.253,5.900,0.080720
551,JOURNAL OF PATHOLOGY,0022-3417,"16,156",6.253,6.675,0.024060
553,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,0890-8567,"19,482",6.250,8.169,0.019260
553,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,0890-8567,"19,482",6.250,8.169,0.019260
555,STROKE,0039-2499,"65,854",6.239,6.610,0.088520
556,Therapeutic Advances in Medical Oncology,1758-8340,"1,020",6.238,5.173,0.002650
557,IEEE Transactions on Sustainable Energy,1949-3029,"6,151",6.235,7.261,0.018590
558,Protein & Cell,1674-800X,"2,363",6.228,4.326,0.008060
559,INVESTIGATIVE RADIOLOGY,0020-9996,"6,486",6.224,5.185,0.012410
560,Circulation-Cardiovascular Imaging,1941-9651,"5,438",6.221,7.503,0.020160
561,PERIODONTOLOGY 2000,0906-6713,"4,308",6.220,6.755,0.004430
562,JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,1756-9966,"5,661",6.217,5.280,0.008740
563,CANADIAN MEDICAL ASSOCIATION JOURNAL,0820-3946,"14,191",6.210,6.905,0.016510
564,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,0047-2506,"12,782",6.198,8.446,0.007470
565,BRAIN PATHOLOGY,1015-6305,"4,952",6.187,5.564,0.007750
566,EBioMedicine,2352-3964,"3,378",6.183,6.112,0.015290
567,CRITICAL REVIEWS IN PLANT SCIENCES,0735-2689,"3,185",6.162,6.515,0.002490
568,Materials Research Letters,2166-3831,907,6.161,6.156,0.003260
569,PLoS Pathogens,1553-7366,"40,344",6.158,6.957,0.122380
570,Social Issues and Policy Review,1751-2395,356,6.143,5.286,0.001240
571,BREAST CANCER RESEARCH,1465-542X,"11,022",6.142,6.272,0.020000
572,ACS Sustainable Chemistry & Engineering,2168-0485,"12,770",6.140,6.415,0.027900
573,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,1084-9521,"9,024",6.138,6.273,0.024200
574,ACS Macro Letters,2161-1653,"8,551",6.131,6.015,0.031240
574,IEEE TRANSACTIONS ON MEDICAL IMAGING,0278-0062,"17,837",6.131,5.546,0.024200
574,MOLECULAR ECOLOGY,0962-1083,"37,813",6.131,6.885,0.062120
577,BRITISH JOURNAL OF DERMATOLOGY,0007-0963,"26,280",6.129,5.257,0.034830
578,PSYCHOLOGICAL SCIENCE,0956-7976,"30,367",6.128,7.370,0.052750
579,AUTOMATICA,0005-1098,"36,936",6.126,6.595,0.064880
580,Brain Stimulation,1935-861X,"4,263",6.120,5.896,0.014510
581,Pigment Cell & Melanoma Research,1755-1471,"4,430",6.115,4.833,0.007840
582,Journal of Supply Chain Management,1523-2409,"2,281",6.105,8.026,0.002590
582,Particle and Fibre Toxicology,1743-8977,"4,048",6.105,8.889,0.007890
584,Clinical Epigenetics,1868-7083,"2,172",6.091,5.799,0.007720
585,Environmental Science-Nano,2051-8153,"1,882",6.087,6.892,0.004480
586,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,1079-5642,"34,074",6.086,6.137,0.044820
587,CANCER AND METASTASIS REVIEWS,0167-7659,"6,106",6.081,6.817,0.006870
588,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,0305-1846,"3,654",6.059,5.084,0.006350
589,AMERICAN JOURNAL OF SPORTS MEDICINE,0363-5465,"32,251",6.057,6.699,0.041740
590,ALLERGY,0105-4538,"16,476",6.048,6.549,0.025790
591,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,0271-678X,"19,450",6.045,6.030,0.028280
592,ANALYTICAL CHEMISTRY,0003-2700,"123,665",6.042,6.035,0.153250
593,IEEE Vehicular Technology Magazine,1556-6072,"1,154",6.038,5.107,0.003230
594,ACTA MATERIALIA,1359-6454,"63,701",6.036,6.174,0.083780
595,Emerging Microbes & Infections,2222-1751,"1,318",6.032,6.225,0.005910
596,Annual Review of Environment and Resources,1543-5938,"3,537",6.025,9.870,0.004500
596,Annual Review of Environment and Resources,1543-5938,"3,537",6.025,9.870,0.004500
598,DIABETOLOGIA,0012-186X,"28,810",6.023,6.365,0.048370
599,FREE RADICAL BIOLOGY AND MEDICINE,0891-5849,"40,089",6.020,6.326,0.043060
600,CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,1040-8398,"10,197",6.015,6.656,0.011670
601,Acta Pharmaceutica Sinica B,2211-3835,"1,600",6.014,Not Available,0.004150
601,Nanophotonics,2192-8606,"1,196",6.014,7.020,0.005120
603,ULTRASONICS SONOCHEMISTRY,1350-4177,"14,026",6.012,5.737,0.014300
604,JOURNAL OF BUSINESS VENTURING,0883-9026,"9,828",6.000,9.069,0.007810
604,MILBANK QUARTERLY,0887-378X,"3,552",6.000,7.194,0.005590
604,MILBANK QUARTERLY,0887-378X,"3,552",6.000,7.194,0.005590
604,PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,0079-6565,"2,769",6.000,8.584,0.003980
608,LAB ON A CHIP,1473-0197,"29,513",5.995,6.283,0.051340
609,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,0924-2716,"8,535",5.994,6.592,0.015870
610,DIABETES OBESITY & METABOLISM,1462-8902,"8,680",5.980,5.888,0.022060
611,Journal of Materials Chemistry C,2050-7526,"29,929",5.976,5.688,0.076910
612,JOURNAL OF NEUROSCIENCE,0270-6474,"176,157",5.970,6.517,0.265950
613,METABOLISM-CLINICAL AND EXPERIMENTAL,0026-0495,"13,117",5.963,4.647,0.016570
614,GLOBAL ECOLOGY AND BIOGEOGRAPHY,1466-822X,"10,294",5.958,7.315,0.023170
615,ADDICTION,0965-2140,"18,607",5.953,6.039,0.028990
615,ADDICTION,0965-2140,"18,607",5.953,6.039,0.028990
617,PLANT PHYSIOLOGY,0032-0889,"75,249",5.949,6.620,0.071020
618,PHYSIOLOGY,1548-9213,"3,235",5.947,6.553,0.005780
619,Advances in Immunology,0065-2776,"2,423",5.935,6.032,0.004250
620,Acta Physiologica,1748-1708,"4,489",5.930,4.155,0.008330
621,BRITISH JOURNAL OF CANCER,0007-0920,"46,723",5.922,5.950,0.065130
622,TOURISM MANAGEMENT,0261-5177,"17,967",5.921,7.080,0.011750
623,CHEMISTRY & BIOLOGY,1074-5521,"12,036",5.915,7.005,0.022840
624,MACROMOLECULES,0024-9297,"105,933",5.914,5.845,0.093960
625,Mobile DNA,1759-8753,622,5.891,3.957,0.003000
626,CONSERVATION BIOLOGY,0888-8892,"20,885",5.890,5.755,0.020350
627,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,1536-1276,"27,391",5.888,5.855,0.061630
628,ADMINISTRATIVE SCIENCE QUARTERLY,0001-8392,"17,865",5.878,8.663,0.008210
